%time,field.angle,field.distance
1770290540972951415,90.0,39.9
1770290540992984542,90.0,42.2
1770290541033159778,90.0,40.8
1770290541052952547,90.0,38.0
1770290541073050855,90.0,42.7
1770290541133207021,90.0,43.2
1770290541153203544,90.0,43.2
1770290541193022813,90.0,38.0
1770290541212990335,90.0,41.3
1770290541273186965,90.0,38.0
1770290541293134030,90.0,42.7
1770290541333107869,82.7,40.8
1770290541353287770,90.0,42.2
1770290541373062130,90.0,42.2
1770290541413175731,90.0,40.8
1770290541433217071,90.0,43.6
1770290541453177252,90.0,38.0
1770290541513219971,90.0,42.2
1770290541533221038,90.0,42.2
1770290541573149743,90.0,43.2
1770290541592950226,90.0,40.8
1770290541633081786,90.0,42.7
1770290541653205880,90.0,40.8
1770290541713128559,90.0,41.7
1770290541733137875,90.0,37.5
1770290541753197051,90.0,41.3
1770290541793168134,90.0,42.7
1770290541813262304,90.0,38.9
1770290541873334228,90.0,40.8
1770290541893204088,90.0,43.2
1770290541932988802,90.0,42.7
1770290541953007244,90.0,39.9
1770290541973063850,90.0,38.5
1770290542013191741,84.2,42.2
1770290542033098038,90.0,38.5
1770290542093287095,90.0,39.4
1770290542113256677,90.0,44.1
1770290542153195507,90.0,42.7
1770290542173246452,90.0,43.2
1770290542193123060,90.0,39.4
1770290542253195434,90.0,42.2
1770290542273152981,90.0,42.7
1770290542313173578,90.0,42.7
1770290542333132767,90.0,38.9
1770290542353168351,90.0,42.2
1770290542393126900,90.0,40.8
1770290542413089223,90.0,38.5
1770290542473298443,90.0,41.3
1770290542493188452,90.0,42.2
1770290542533193463,90.0,40.8
1770290542553251560,90.0,41.3
1770290542573146876,90.0,43.2
1770290542613070098,90.0,38.9
1770290542632931411,90.0,38.5
1770290542653082551,90.0,40.8
1770290542693108655,90.0,39.9
1770290542753135929,90.0,40.3
1770290542833154906,90.0,41.3
1770290542913136580,90.0,41.7
1770290542953183346,90.0,41.3
1770290543013246650,90.0,38.9
1770290543033187989,90.0,41.7
1770290543073152833,90.0,38.5
1770290543093185406,90.0,38.9
1770290543153215774,90.0,41.7
1770290543213091630,90.0,41.3
1770290543233139507,90.0,42.7
1770290543253272380,90.0,39.4
1770290543293183604,90.0,38.9
1770290543333067204,90.0,43.6
1770290543433091708,90.0,38.9
1770290543473162649,90.0,39.4
1770290543513168790,90.0,42.2
1770290543533122223,90.0,41.3
1770290543553185105,90.0,38.9
1770290543593084647,90.0,42.2
1770290543653221519,90.0,38.9
1770290543693224627,84.4,39.4
1770290543813164674,90.0,39.4
1770290543833136869,90.0,38.0
1770290543853248838,90.0,41.3
1770290543893220892,90.0,38.9
1770290543933257108,90.0,39.4
1770290543973315667,90.0,39.9
1770290544053206403,90.0,43.2
1770290544113192011,90.0,40.8
1770290544133273003,90.0,38.9
1770290544153223606,90.0,40.8
1770290544233294556,90.0,38.0
1770290544313162285,90.0,38.5
1770290544373270521,85.2,43.6
1770290544413145546,90.0,38.0
1770290544493141797,90.0,40.8
1770290544513276413,90.0,38.9
1770290544533203691,84.0,39.9
1770290544573053804,90.0,40.8
1770290544593197769,90.0,44.6
1770290544653228415,90.0,38.9
1770290544673208692,84.6,41.7
1770290544733183180,90.0,39.9
1770290544753156069,90.0,43.6
1770290544793090886,90.0,38.5
1770290544813197329,90.0,40.8
1770290544873305266,90.0,43.6
1770290544933076296,90.0,40.3
1770290545033219822,90.0,39.9
1770290545053233418,90.0,38.9
1770290545213210333,90.0,38.9
1770290545253109263,90.0,44.1
1770290545273231859,90.0,44.1
1770290545313172597,90.0,38.9
1770290545333142173,90.0,40.3
1770290545393105962,90.0,38.5
1770290545433326539,90.0,43.2
1770290545513347806,90.0,43.2
1770290545593227410,90.0,38.0
1770290545633013171,90.0,38.0
1770290545653173371,90.0,41.7
1770290545693049103,90.0,45.0
1770290545713211030,90.0,40.3
1770290545773163145,79.2,38.5
1770290545933049020,90.0,43.6
1770290545953183054,90.0,38.9
1770290545973180685,90.0,44.1
1770290546033146146,90.0,42.2
1770290546073170855,90.0,38.9
1770290546113260030,90.0,38.5
1770290546173274387,90.0,39.4
1770290546193195543,90.0,42.2
1770290546233008489,88.7,39.4
1770290546253199329,90.0,39.9
1770290546333273094,90.0,44.1
1770290546373180761,90.0,39.4
1770290546393221783,90.0,40.3
1770290546453145659,90.0,39.9
1770290546473226407,90.0,39.9
1770290546573221700,90.0,37.1
1770290546613189343,90.0,38.9
1770290546693287429,90.0,38.0
1770290546773296426,90.0,38.5
1770290546793262708,90.0,38.9
1770290546833117612,90.0,39.4
1770290546912961169,90.0,38.0
1770290546953117270,90.0,42.2
1770290546993100473,90.0,38.9
1770290547013200294,84.8,41.7
1770290547053102073,90.0,40.3
1770290547093152001,90.0,41.3
1770290547153224426,90.0,40.8
1770290547173176362,90.0,38.9
1770290547213152580,90.0,41.3
1770290547293077102,90.0,43.2
1770290547313184367,90.0,42.2
1770290547333189686,90.0,41.3
1770290547433171635,90.0,42.2
1770290547473167766,90.0,41.7
1770290547513166818,90.0,42.7
1770290547533127428,90.0,41.7
1770290547553136825,90.0,43.6
1770290547593134869,90.0,41.7
1770290547613062797,90.0,38.9
1770290547673265556,90.0,42.7
1770290547732947571,90.0,43.2
1770290547752903417,90.0,38.9
1770290547833254452,90.0,39.9
1770290547853219111,90.0,40.3
1770290547893058323,90.0,43.2
1770290547913137688,90.0,41.3
1770290547993272554,90.0,41.3
1770290548113089082,90.0,41.7
1770290548132984426,90.0,39.4
1770290548153018824,90.0,38.5
1770290548193064399,90.0,40.3
1770290548273039886,90.0,39.4
1770290548313012430,90.0,39.4
1770290548353153126,90.0,44.6
1770290548373127607,90.0,39.4
1770290548433281184,90.0,39.4
1770290548453134530,90.0,44.1
1770290548533225971,90.0,38.5
1770290548593278702,90.0,43.2
1770290548613273618,90.0,40.8
1770290548653080106,90.0,39.9
1770290548673118232,90.0,39.4
1770290548713078480,90.0,43.2
1770290548733080572,90.0,39.4
1770290548753084945,90.0,38.9
1770290548893306477,90.0,43.2
1770290548933124496,90.0,38.5
1770290548953216156,90.0,39.9
1770290548973181708,90.0,41.7
1770290549013112516,90.0,38.0
1770290549033179371,81.7,38.9
1770290549093080171,90.0,39.9
1770290549193344127,90.0,40.3
1770290549253199723,90.0,42.7
1770290549393118830,90.0,39.4
1770290549413250247,90.0,38.9
1770290549473198952,90.0,40.3
1770290549513282521,90.0,39.4
1770290549573176276,90.0,40.3
1770290549633272342,90.0,42.2
1770290549773074992,90.0,38.5
1770290549793035475,90.0,39.9
1770290549853088010,90.0,41.3
1770290549873179371,90.0,40.8
1770290549893076499,90.0,42.7
1770290550013297105,90.0,40.3
1770290550073253864,87.7,40.8
1770290550113252911,90.0,43.2
1770290550193309815,90.0,38.9
1770290550233240741,90.0,41.7
1770290550252959389,90.0,43.6
1770290550313278167,90.0,40.3
1770290550373239619,90.0,38.5
1770290550413251288,90.0,40.3
1770290550453213539,90.0,43.6
1770290550473246580,90.0,39.9
1770290550533201830,90.0,43.2
1770290550613049920,78.4,39.4
1770290550653279291,90.0,38.5
1770290550693003495,90.0,37.5
1770290550713201319,82.3,38.9
1770290550753136945,90.0,38.5
1770290550773268622,90.0,42.7
1770290550833153617,90.0,38.5
1770290550853179181,90.0,43.6
1770290550912991084,90.0,43.6
1770290550933232489,90.0,39.9
1770290550953158410,90.0,41.3
1770290550993189305,90.0,43.2
1770290551013259689,90.0,38.9
1770290551073299074,90.0,43.6
1770290551093285677,90.0,39.9
1770290551132937511,90.0,39.4
1770290551153076890,90.0,40.8
1770290551173165585,90.0,38.5
1770290551213184885,90.0,43.2
1770290551232914655,90.0,43.2
1770290551253054388,90.0,43.6
1770290551292916644,90.0,38.5
1770290551353109544,90.0,37.5
1770290551373267267,90.0,42.7
1770290551393169715,90.0,38.5
1770290551433085900,90.0,39.4
1770290551473255081,90.0,42.2
1770290551513221010,90.0,40.8
1770290551533055751,90.0,36.6
1770290551572878396,90.0,41.7
1770290551613108180,90.0,41.7
1770290551653025991,90.0,42.7
1770290551673137470,90.0,38.5
1770290551693164936,90.0,39.4
1770290551753138579,90.0,42.7
1770290551773163260,90.0,40.3
1770290551853156345,90.0,40.3
1770290551913224161,90.0,41.3
1770290552053258075,90.0,40.8
1770290552073214440,90.0,41.7
1770290552113164992,90.0,39.4
1770290552193231257,90.0,37.5
1770290552273104224,90.0,39.4
1770290552333091660,90.0,39.4
1770290552373243700,90.0,41.7
1770290552413145902,90.0,43.2
1770290552433002421,90.0,45.5
1770290552493181090,90.0,38.9
1770290552533159649,90.0,40.3
1770290552573142027,90.0,40.3
1770290552593274489,90.0,37.5
1770290552633049942,90.0,42.2
1770290552653171537,90.0,38.9
1770290552713190008,90.0,41.3
1770290552733146579,90.0,40.3
1770290552753076421,90.0,40.8
1770290552793208592,90.0,39.4
1770290552833260981,90.0,38.5
1770290552872954169,90.0,40.3
1770290552893194896,90.0,38.5
1770290552913181059,90.0,43.6
1770290552953178246,90.0,43.6
1770290552973199027,90.0,43.2
1770290553013153975,90.0,40.3
1770290553033165612,90.0,39.4
1770290553053205353,90.0,39.9
1770290553093067998,90.0,38.9
1770290553173212714,90.0,43.2
1770290553193172227,90.0,38.5
1770290553233146735,90.0,38.5
1770290553273091031,90.0,38.5
1770290553313027952,90.0,40.3
1770290553393249801,90.0,39.4
1770290553413193767,90.0,39.4
1770290553433187462,90.0,39.9
1770290553473064492,90.0,40.8
1770290553533034534,90.0,41.3
1770290553553269651,81.5,42.2
1770290553613048065,90.0,41.7
1770290553633244679,90.0,42.7
1770290553653246394,90.0,40.3
1770290553713206528,90.0,38.9
1770290553733185209,90.0,38.5
1770290553793275713,90.0,42.7
1770290553853266180,90.0,43.6
1770290553873178029,90.0,40.8
1770290553913145315,90.0,39.9
1770290553933147569,90.0,39.4
1770290553993154603,90.0,41.3
1770290554013189079,90.0,40.8
1770290554033122847,90.0,39.9
1770290554133075458,90.0,41.3
1770290554153231010,90.0,37.5
1770290554213117308,90.0,39.4
1770290554333238445,90.0,41.3
1770290554373134501,90.0,38.9
1770290554393262844,90.0,42.7
1770290554433072973,90.0,42.7
1770290554453262985,90.0,39.4
1770290554473124005,90.0,39.9
1770290554513132234,90.0,42.2
1770290554553147073,90.0,38.5
1770290554593159359,90.0,38.5
1770290554613309837,90.0,42.7
1770290554653141622,90.0,38.5
1770290554673131417,90.0,43.6
1770290554733113142,90.0,39.4
1770290554753199782,84.3,43.6
1770290554773102537,90.0,41.7
1770290554813225733,90.0,41.3
1770290554833018900,90.0,42.7
1770290554853161496,90.0,39.9
1770290554933142712,90.0,42.7
1770290554993209974,90.0,41.3
1770290555053198234,90.0,38.9
1770290555073199485,90.0,38.0
1770290555113129463,90.0,38.9
1770290555133291128,90.0,38.9
1770290555153258695,90.0,38.9
1770290555213288394,90.0,41.3
1770290555253255237,90.0,39.9
1770290555273143384,90.0,38.9
1770290555333173929,90.0,42.2
1770290555413007751,90.0,38.0
1770290555433039486,90.0,39.4
1770290555493260687,90.0,42.7
1770290555593203625,90.0,41.7
1770290555633134628,90.0,38.5
1770290555673136795,90.0,42.7
1770290555713131328,90.0,39.9
1770290555733186278,90.0,42.7
1770290555753213381,83.0,39.9
1770290555793272615,90.0,41.3
1770290555813137230,88.1,37.5
1770290555853111311,90.0,43.2
1770290555953218953,90.0,43.2
1770290556033271165,90.0,40.3
1770290556073102772,90.0,41.3
1770290556153193399,90.0,38.9
1770290556173148463,90.0,39.4
1770290556253311097,90.0,38.5
1770290556273134957,90.0,44.6
1770290556313056825,90.0,38.5
1770290556332974116,90.0,38.5
1770290556373060377,90.0,39.9
1770290556393203373,90.0,38.9
1770290556453114394,90.0,42.7
1770290556473165408,90.0,38.9
1770290556493261415,90.0,43.6
1770290556533158540,90.0,41.3
1770290556593179522,90.0,39.9
1770290556633132759,90.0,44.1
1770290556693327385,90.0,43.2
1770290556713259990,85.0,39.4
1770290556753162089,90.0,42.7
1770290556773229747,90.0,41.7
1770290556793158683,90.0,42.2
1770290556933302460,90.0,40.3
1770290556993331707,90.0,40.3
1770290557013272135,90.0,39.4
1770290557053098962,90.0,43.2
1770290557072932940,90.0,41.7
1770290557133168968,90.0,43.6
1770290557153282138,77.3,43.6
1770290557173204345,90.0,41.7
1770290557213073119,90.0,39.4
1770290557273049110,90.0,42.7
1770290557293122471,90.0,39.9
1770290557373250041,90.0,41.3
1770290557393145247,90.0,37.5
1770290557433106130,90.0,39.9
1770290557473247525,90.0,43.2
1770290557513168524,90.0,39.4
1770290557593244456,90.0,40.8
1770290557613286433,90.0,40.8
1770290557653189500,90.0,38.9
1770290557673209064,83.6,41.3
1770290557693071144,90.0,39.4
1770290557813323384,90.0,42.2
1770290557833217420,90.0,41.3
1770290557893173875,90.0,41.7
1770290557913295304,90.0,38.0
1770290558053339488,90.0,40.3
1770290558113301160,90.0,40.8
1770290558133202675,90.0,40.8
1770290558173048576,90.0,39.4
1770290558213176199,90.0,39.9
1770290558252955634,90.0,38.5
1770290558272859768,90.0,41.7
1770290558293105668,90.0,38.0
1770290558513293002,90.0,41.7
1770290558553136132,90.0,40.8
1770290558573111083,90.0,38.9
1770290558653292866,90.0,39.4
1770290558673094314,82.9,41.7
1770290558713111283,90.0,40.3
1770290558733170101,90.0,41.3
1770290558773077668,90.0,37.1
1770290558813147685,90.0,38.0
1770290558853045035,90.0,41.7
1770290558953208638,90.0,38.9
1770290558973193499,90.0,42.7
1770290559033202841,90.0,41.3
1770290559073035786,90.0,41.3
1770290559093236675,90.0,41.3
1770290559113228318,90.0,39.4
1770290559153110175,90.0,38.0
1770290559232907926,90.0,40.3
1770290559252926496,90.0,41.7
1770290559272974151,90.0,38.5
1770290559312972302,90.0,39.9
1770290559373135364,90.0,42.2
1770290559393153966,90.0,38.0
1770290559453147145,90.0,40.8
1770290559493140216,90.0,43.2
1770290559533060565,90.0,40.3
1770290559573125449,90.0,41.3
1770290559613195315,90.0,42.2
1770290559633062202,90.0,44.1
1770290559693214202,90.0,39.9
1770290559713068444,90.0,44.6
1770290559793250758,90.0,39.4
1770290559833218987,90.0,42.2
1770290559853149375,90.0,44.1
1770290559873178128,90.0,38.0
1770290559933257347,86.2,38.9
1770290559993215803,90.0,38.9
1770290560013313885,90.0,41.7
1770290560073169416,90.0,38.9
1770290560093071702,90.0,42.7
1770290560153221729,90.0,40.8
1770290560173100977,90.0,43.2
1770290560273151419,90.0,39.9
1770290560313271914,90.0,38.9
1770290560373210180,90.0,39.4
1770290560393294600,90.0,41.3
1770290560433002947,90.0,39.9
1770290560513297774,90.0,42.2
1770290560573174624,90.0,41.3
1770290560593247189,90.0,41.7
1770290560613188838,90.0,41.7
1770290560693257157,90.0,42.7
1770290560733102773,90.0,41.7
1770290560752976346,83.6,43.2
1770290560773115419,90.0,38.9
1770290560833140135,90.0,43.6
1770290560913246259,90.0,38.5
1770290560953081054,90.0,39.9
1770290560973107442,90.0,41.3
1770290560993174568,90.0,42.7
1770290561033098554,90.0,42.7
1770290561133257033,90.0,39.9
1770290561153217333,90.0,40.8
1770290561213173704,90.0,41.7
1770290561293293257,80.7,38.5
1770290561353297027,90.0,38.5
1770290561373187199,85.2,43.6
1770290561433251229,90.0,39.4
1770290561453254011,86.1,42.7
1770290561493081525,90.0,41.3
1770290561513170645,90.0,37.5
1770290561533278995,90.0,42.2
1770290561573102036,90.0,39.4
1770290561633202199,90.0,39.4
1770290561713252370,90.0,43.2
1770290561733261459,90.0,41.7
1770290561753157401,84.0,39.9
1770290561793159089,90.0,38.0
1770290561893281955,90.0,41.7
1770290561933172856,90.0,41.7
1770290561953211881,90.0,41.7
1770290561973113906,90.0,42.7
1770290562113269283,90.0,40.8
1770290562233190522,90.0,38.9
1770290562253196564,90.0,39.4
1770290562273002215,90.0,39.4
1770290562333349062,90.0,38.9
1770290562353161007,90.0,39.4
1770290562393179189,90.0,40.8
1770290562413137333,90.0,38.0
1770290562433136950,90.0,41.3
1770290562472917534,90.0,42.2
1770290562493152532,90.0,38.9
1770290562533141319,83.5,39.4
1770290562553142356,90.0,39.9
1770290562573135641,77.6,37.5
1770290562633228446,82.8,40.3
1770290562653048057,90.0,39.9
1770290562693038854,90.0,43.2
1770290562733201737,90.0,41.7
1770290562833112339,90.0,43.2
1770290562853165450,90.0,42.2
1770290562913196862,90.0,38.9
1770290562933100763,90.0,41.3
1770290562993111820,90.0,42.2
1770290563033222100,90.0,38.9
1770290563073060895,90.0,39.4
1770290563153273606,90.0,39.4
1770290563213162521,90.0,43.2
1770290563293154080,90.0,41.7
1770290563313113913,90.0,38.9
1770290563433098120,90.0,42.7
1770290563453111242,90.0,43.2
1770290563473176522,90.0,38.9
1770290563513190154,90.0,39.9
1770290563533169267,90.0,39.9
1770290563553077770,90.0,43.6
1770290563613227769,81.5,42.2
1770290563673087232,90.0,39.4
1770290563733069444,90.0,39.9
1770290563753127980,90.0,42.7
1770290563833182954,90.0,42.2
1770290563853169835,90.0,38.9
1770290563893129362,76.8,40.3
1770290563913126897,90.0,42.2
1770290563933123609,90.0,43.2
1770290563973029932,90.0,42.2
1770290564033188906,87.9,42.7
1770290564053150125,90.0,38.5
1770290564113065065,90.0,39.9
1770290564132919907,90.0,43.2
1770290564213175281,90.0,37.5
1770290564273286476,90.0,43.6
1770290564293241820,90.0,38.5
1770290564373198178,90.0,41.3
1770290564433265550,90.0,39.9
1770290564453199149,90.0,38.9
1770290564493095510,90.0,44.1
1770290564573181346,90.0,43.2
1770290564713190642,90.0,40.8
1770290564733145611,90.0,41.3
1770290564753105408,90.0,39.4
1770290564833408478,90.0,40.3
1770290564873072045,90.0,41.7
1770290564893204648,90.0,40.3
1770290564932992019,90.0,41.7
1770290564973114789,90.0,40.8
1770290565013149301,90.0,39.9
1770290565033021276,80.9,43.2
1770290565113303569,90.0,39.4
1770290565193236672,90.0,41.3
1770290565233182495,90.0,42.2
1770290565253035957,90.0,38.5
1770290565273117880,90.0,38.9
1770290565313078008,90.0,41.7
1770290565333130054,90.0,39.9
1770290565393128711,90.0,45.0
1770290565433113360,90.0,38.0
1770290565473167553,90.0,42.2
1770290565513253976,90.0,39.9
1770290565573169489,90.0,37.1
1770290565653310780,90.0,38.5
1770290565693084889,90.0,38.0
1770290565713141826,90.0,39.9
1770290565733057280,90.0,40.8
1770290565773176803,90.0,39.9
1770290565793203834,90.0,39.9
1770290565813177234,90.0,39.9
1770290565933235452,90.0,42.7
1770290565953110423,90.0,39.9
1770290565993060983,90.0,42.7
1770290566033193451,90.0,42.7
1770290566073200222,90.0,43.6
1770290566093206575,90.0,38.9
1770290566173290178,90.0,42.7
1770290566193221604,90.0,38.5
1770290566233113573,90.0,41.3
1770290566253095263,90.0,42.2
1770290566273158107,90.0,43.2
1770290566313144701,90.0,38.5
1770290566393225137,90.0,42.2
1770290566533133786,90.0,41.7
1770290566573239498,90.0,43.2
1770290566693141563,90.0,41.3
1770290566713206941,90.0,42.2
1770290566833202661,81.7,43.2
1770290566873248536,90.0,43.2
1770290566933245128,90.0,39.4
1770290567093308063,90.0,38.0
1770290567173281982,90.0,38.0
1770290567193268877,90.0,37.5
1770290567233150298,90.0,42.2
1770290567253323564,90.0,38.9
1770290567292946893,82.5,41.7
1770290567313264899,90.0,39.4
1770290567373098695,90.0,39.4
1770290567393236920,90.0,38.9
1770290567413144315,90.0,38.5
1770290567452871332,82.8,42.7
1770290567493009797,90.0,42.7
1770290567533113384,90.0,43.6
1770290567673202040,90.0,38.9
1770290567693168654,90.0,38.5
1770290567773219806,90.0,38.9
1770290567833085886,90.0,42.7
1770290567853110266,90.0,40.8
1770290567913181978,90.0,40.8
1770290567973182492,90.0,39.9
1770290567993183738,90.0,38.5
1770290568053061228,90.0,43.6
1770290568133260364,90.0,39.4
1770290568173281753,90.0,38.0
1770290568213129347,90.0,38.5
1770290568253121146,90.0,38.9
1770290568312946312,90.0,41.7
1770290568353094610,90.0,38.9
1770290568372905616,90.0,42.7
1770290568473090751,83.3,42.7
1770290568533279110,90.0,42.7
1770290568613276558,90.0,38.5
1770290568673231951,90.0,38.9
1770290568733028251,90.0,38.5
